RXCUI_IN,RxNormName,ICD9,IndicationName,MENTIONEDBYRESOURCES,HIGHPRECISIONSUBSET,POSSIBLE_LABEL_USE
6448,Lithium,331,Alzheimer's disease,1,0,0
6448,Lithium,340,Multiple sclerosis,1,0,0
6448,Lithium,593.9,Unspecified disorder of kidney and ureter,1,0,0
6448,Lithium,756.51,Osteogenesis imperfecta,1,0,0
6448,Lithium,783.22,Underweight,1,0,0
6448,Lithium,783.43,Short stature,1,0,0
6448,Lithium,784.59,Other speech disturbance (ADDED),1,0,1
6448,Lithium,787.3,Flatulence; eructation; and gas pain,1,0,0
6448,Lithium,796.4,Other abnormal clinical findings,1,0,0
6448,Lithium,799.89,Other ill-defined conditions,1,0,1
6448,Lithium,89.8,Autopsy,1,0,0
6448,Lithium,995.9,Systemic inflammatory response syndrome (SIRS),1,0,0
6448,Lithium,995.9,Systemic inflammatory response syndrome (SIRS); NOS,1,0,0
6448,Lithium,V62.29,Other occupational circumstances or maladjustment,1,0,0
6448,Lithium,V62.81,Interpersonal problems; not elsewhere classified,1,0,0
6448,Lithium,296.8,Bipolar disorder NOS,3,1,1
6448,Lithium,308.9,Unspecified acute reaction to stress,2,1,0
6448,Lithium,309.81,Posttraumatic stress disorder,2,1,0
6448,Lithium,311,Depressive disorder NEC,2,1,1
6448,Lithium,312.9,Unspecified disturbance of conduct,1,1,0
6448,Lithium,799.24,Emotional lability (ADDED),2,1,1
6459,Liver Extract,00-99.99,,1,0,0
6459,Liver Extract,70.1,Viral hepatitis A without mention of hepatic coma,1,0,0
6459,Liver Extract,70.54,Chronic hepatitis C without mention of hepatic coma,1,0,0
6459,Liver Extract,136.9,Unspecified infectious and parasitic diseases,1,0,0
6459,Liver Extract,140-239.99,,1,0,0
6459,Liver Extract,239,Neoplasms of unspecified nature,1,0,0
6459,Liver Extract,239-239.99,,1,0,0
6459,Liver Extract,239,Neoplasm of unspecified nature of digestive system,1,0,0
6459,Liver Extract,260-269.99,,1,0,0
6459,Liver Extract,269.9,Unspecified nutritional deficiency,1,0,0
6459,Liver Extract,277.89,Other specified disorders of metabolism,1,0,0
6459,Liver Extract,296.99,Other specified episodic mood disorder,1,0,0
6459,Liver Extract,303,Alcohol dependence syndrome,1,0,0
6459,Liver Extract,303.9,Other and unspecified alcohol dependence; unspecified drinking behavior,1,0,0
6459,Liver Extract,305.01,Alcohol abuse; continuous drinking behavior,1,0,0
6459,Liver Extract,307.3,Stereotypic movement disorder,1,0,0
6459,Liver Extract,313.3,Relationship problems specific to childhood and adolescence,1,0,0
6459,Liver Extract,459,Hemorrhage NOS,1,0,0
6459,Liver Extract,50.5,Liver transplant,1,0,0
6459,Liver Extract,570,Acute and subacute necrosis of liver,1,0,0
6459,Liver Extract,571.42,Autoimmune hepatitis,1,0,0
6459,Liver Extract,571.5,Cirrhosis of liver without mention of alcohol,1,0,0
6459,Liver Extract,571.9,Unspecified chronic liver disease without mention of alcohol,1,0,0
6459,Liver Extract,572.3,Portal hypertension,1,0,0
6459,Liver Extract,572.8,Other sequelae of chronic liver disease,1,0,0
6459,Liver Extract,573.9,Unspecified disorder of liver,1,0,0
6459,Liver Extract,576.8,Other specified disorders of biliary tract,1,0,0
6459,Liver Extract,698.9,Unspecified pruritic disorder,1,0,0
6459,Liver Extract,751.61,Biliary atresia,1,0,0
6459,Liver Extract,759.89,Other specified anomalies,1,0,0
6459,Liver Extract,780.79,Other malaise and fatigue,1,0,0
6459,Liver Extract,780.99,Other general symptoms,1,0,0
6459,Liver Extract,782.4,Jaundice (not of newborn) NOS,1,0,0
6459,Liver Extract,791.9,Other nonspecific findings on examination of urine,1,0,0
6459,Liver Extract,796.4,Other abnormal clinical findings,1,0,0
6459,Liver Extract,799.9,Other unknown and unspecified cause of morbidity or mortality,1,0,0
6459,Liver Extract,89.7,General physical examination,1,0,0
6459,Liver Extract,924.9,Contusion NOS,1,0,0
6459,Liver Extract,959.01,Head injury NOS,1,0,0
6459,Liver Extract,994.2,Effects of hunger,1,0,0
6459,Liver Extract,998.9,Unspecified complication of procedure; not elsewhere classified,1,0,0
6459,Liver Extract,V22.2,Pregnant state; incidental,1,0,0
6459,Liver Extract,V60.3,Person living alone,1,0,0
6459,Liver Extract,V62.29,Other occupational circumstances or maladjustment,1,0,0
6466,Lomustine,140-239.99,,1,0,1
6466,Lomustine,174.9,Malignant neoplasm of breast (female); unspecified,1,0,0
6466,Lomustine,189,Malignant neoplasm of kidney; except pelvis,1,0,0
6466,Lomustine,239,Neoplasms of unspecified nature,1,0,1
6466,Lomustine,239-239.99,,1,0,1
6466,Lomustine,696.1,Other psoriasis and similar disorders excluding psoriatic arthropathy,1,0,0
6466,Lomustine,799.89,Other ill-defined conditions,1,0,0
6466,Lomustine,172.9,Melanoma of skin; site unspecified,2,1,0
6466,Lomustine,201,Hodgkin's disease,2,1,0
6466,Lomustine,201,Hodgkin's paragranuloma,2,1,0
6466,Lomustine,201.1,Hodgkin's granuloma,2,1,0
6466,Lomustine,201.1,Hodgkin's granuloma; unspecified site; extranodal and solid organ sites,2,1,0
6466,Lomustine,201.2,Hodgkin's sarcoma,2,1,0
6466,Lomustine,201.2,Hodgkin's sarcoma; unspecified site; extranodal and solid organ sites,2,1,0
6466,Lomustine,201.9,Hodgkin's disease; unspecified type,2,1,0
6466,Lomustine,201.9,Hodgkin's disease; unspecified type; unspecified site; extranodal and solid organ sites,2,1,0
6466,Lomustine,202.8,Other malignant lymphomas; unspecified site; extranodal and solid organ sites,2,1,0
6466,Lomustine,239,Neoplasm of unspecified nature of digestive system,1,1,0
6466,Lomustine,239.1,Neoplasm of unspecified nature of respiratory system,1,1,0
6466,Lomustine,239.5,Neoplasm of unspecified nature of other genitourinary organs,1,1,0
6466,Lomustine,239.6,Neoplasm of unspecified nature of brain,4,1,1
6468,Loperamide,239,Neoplasm of unspecified nature of digestive system,1,0,0
6468,Loperamide,304.9,Unspecified drug dependence; unspecified use,1,0,0
6468,Loperamide,312.3,Impulse control disorder; unspecified,1,0,0
6468,Loperamide,338-338.99,,1,0,0
6468,Loperamide,569.9,Unspecified disorder of intestine,1,0,1
6468,Loperamide,593.9,Unspecified disorder of kidney and ureter,1,0,1
6468,Loperamide,780.96,Generalized pain,1,0,0
6468,Loperamide,786,Respiratory abnormality; unspecified,1,0,0
6468,Loperamide,V62.81,Interpersonal problems; not elsewhere classified,1,0,0
6468,Loperamide,4.9,Shigellosis NOS,1,1,0
6468,Loperamide,558.9,Other and unspecified noninfectious gastroenteritis and colitis,2,1,1
6468,Loperamide,780-789.99,,2,1,0
6468,Loperamide,787.7,Abnormal feces,4,1,1
6468,Loperamide,787.91,Diarrhea,4,1,1
6470,Lorazepam,00-99.99,,1,0,0
6470,Lorazepam,293,Delirium due to conditions classified elsewhere,1,0,0
6470,Lorazepam,300.01,Panic disorder without agoraphobia,1,0,0
6470,Lorazepam,300.9,Unspecified nonpsychotic mental disorder,1,0,1
6470,Lorazepam,308.2,Predominant psychomotor disturbance,1,0,0
6470,Lorazepam,309.83,Adjustment reaction with withdrawal,1,0,0
6470,Lorazepam,345,Generalized nonconvulsive epilepsy; without mention of intractable epilepsy,1,0,0
6470,Lorazepam,345.9,Epilepsy; unspecified,1,0,0
6470,Lorazepam,345.9,Epilepsy; unspecified; without mention of intractable epilepsy,1,0,0
6470,Lorazepam,379.93,Redness or discharge of eye,1,0,0
6470,Lorazepam,536.2,Persistent vomiting,1,0,0
6470,Lorazepam,564.1,Irritable bowel syndrome,1,0,0
6470,Lorazepam,573.9,Unspecified disorder of liver,1,0,0
6470,Lorazepam,780-789.99,,1,0,0
6470,Lorazepam,780.4,Dizziness and giddiness,1,0,0
6470,Lorazepam,780.97,Altered mental status,1,0,0
6470,Lorazepam,799.21,Nervousness (ADDED),1,0,0
6470,Lorazepam,799.9,Other unknown and unspecified cause of morbidity or mortality,1,0,0
6470,Lorazepam,94.32,Hypnotherapy,1,0,0
6470,Lorazepam,E888.9,Fall NOS,1,0,0
6470,Lorazepam,V49.89,Other specified conditions influencing health status,1,0,0
6470,Lorazepam,290-299.99,,2,1,0
6470,Lorazepam,291.81,Alcohol withdrawal,2,1,0
6470,Lorazepam,295.2,Catatonic type schizophrenia; unspecified state,2,1,0
6470,Lorazepam,298.9,Unspecified psychosis,2,1,0
6470,Lorazepam,300,Anxiety state unspecified,4,1,1
6470,Lorazepam,307.42,Persistent disorder of initiating or maintaining sleep,1,1,0
6470,Lorazepam,307.9,Other and unspecified special symptoms or syndromes; not elsewhere classified,3,1,0
6470,Lorazepam,311,Depressive disorder NEC,2,1,1
6470,Lorazepam,345.3,Grand mal status; epileptic,3,1,1
6470,Lorazepam,345.5,Partial epilepsy without impairment of consciousness without intractable epilepsy,1,1,0
6470,Lorazepam,780.09,Other alteration of consciousness,2,1,1
6470,Lorazepam,780.52,Insomnia; unspecified,2,1,0
6470,Lorazepam,787.02,Nausea alone,2,1,0
6470,Lorazepam,787.03,Vomiting alone,2,1,0
6472,Lovastatin,200.2,Burkitt's tumor or lymphoma,1,0,0
6472,Lovastatin,200.2,Burkitt's tumor or lymphoma; unspecified site; extranodal and solid organ sites,1,0,0
6472,Lovastatin,244.9,Hypothyroidism NOS,1,0,1
6472,Lovastatin,250,Diabetes mellitus,1,0,1
6472,Lovastatin,250,type II diabetes mellitus [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type; not stated as uncontrolled; without mention of complication,1,0,1
6472,Lovastatin,259.1,Precocious sexual development and puberty NEC,1,0,1
6472,Lovastatin,265.2,Pellagra,1,0,0
6472,Lovastatin,272,Disorders of lipoid metabolism,1,0,1
6472,Lovastatin,272,Pure hypercholesterolemia,1,0,1
6472,Lovastatin,272.9,Unspecified disorder of lipoid metabolism,1,0,1
6472,Lovastatin,300.9,Unspecified nonpsychotic mental disorder,1,0,0
6472,Lovastatin,307.9,Other and unspecified special symptoms or syndromes; not elsewhere classified,1,0,0
6472,Lovastatin,312.9,Unspecified disturbance of conduct,1,0,1
6472,Lovastatin,410.9,Acute myocardial infarction; unspecified site; episode of care unspecified,1,0,1
6472,Lovastatin,411.1,Intermediate coronary syndrome,1,0,1
6472,Lovastatin,413,Angina pectoris,1,0,1
6472,Lovastatin,413.9,Other and unspecified angina pectoris,1,0,1
6472,Lovastatin,414,Coronary atherosclerosis,1,0,1
6472,Lovastatin,429.9,Heart disease NOS,1,0,1
6472,Lovastatin,433.1,Occlusion and stenosis of carotid artery; without mention of cerebral infarction,1,0,1
6472,Lovastatin,434.91,Cerebral artery occlusion; unspecified; with cerebral infarction,1,0,1
6472,Lovastatin,443.9,Peripheral vascular disease; unspecified,1,0,1
6472,Lovastatin,459.9,Unspecified circulatory system disorder,1,0,1
6472,Lovastatin,573.9,Unspecified disorder of liver,1,0,1
6472,Lovastatin,581,Nephrotic syndrome,1,0,1
6472,Lovastatin,581.9,Nephrotic syndrome with unspecified pathological lesion in kidney,1,0,1
6472,Lovastatin,781.2,Abnormality of gait,1,0,0
6472,Lovastatin,786.5,Chest pain,1,0,0
6472,Lovastatin,787.99,Other symptoms involving digestive system,1,0,0
6472,Lovastatin,797,Senility without mention of psychosis,1,0,0
6472,Lovastatin,93.1,Physical therapy exercises,1,0,0
6472,Lovastatin,V60.2,Inadequate material resources,1,0,0
6472,Lovastatin,272.1,Pure hyperglyceridemia,2,1,1
6472,Lovastatin,272.4,Other and unspecified hyperlipidemia,3,1,1
6472,Lovastatin,272.8,Other disorders of lipoid metabolism,2,1,1
6472,Lovastatin,414,Coronary atherosclerosis of unspecified type of vessel; native or graft,2,1,1
6472,Lovastatin,429.2,Cardiovascular disease [ASCVD],2,1,1
6472,Lovastatin,440,Atherosclerosis,2,1,1
6472,Lovastatin,447.9,Unspecified disorders of arteries and arterioles,2,1,1
6472,Lovastatin,783.21,Loss of weight,2,1,0
6472,Lovastatin,783.9,Other symptoms concerning nutrition; metabolism; and development,2,1,0
6472,Lovastatin,786.5,Unspecified chest pain,2,1,1
6472,Lovastatin,799.9,Other unknown and unspecified cause of morbidity or mortality,2,1,1
6475,Loxapine,300.9,Unspecified nonpsychotic mental disorder,1,0,0
6475,Loxapine,307.9,Other and unspecified special symptoms or syndromes; not elsewhere classified,1,0,0
6475,Loxapine,308.2,Predominant psychomotor disturbance,1,0,0
6475,Loxapine,309.89,Other specified adjustment reactions,1,0,0
6475,Loxapine,780-789.99,,1,0,0
6475,Loxapine,799.21,Nervousness (ADDED),1,0,0
6475,Loxapine,290-299.99,,1,1,0
6475,Loxapine,295,Schizophrenic disorders,3,1,1
6475,Loxapine,295.9,Unspecified schizophrenia,3,1,1
6475,Loxapine,295.9,Unspecified schizophrenia; unspecified state,3,1,1
6475,Loxapine,298.9,Unspecified psychosis,1,1,0
6531,lypressin,140-239.99,,1,0,0
6531,lypressin,162.9,Malignant neoplasm of bronchus and lung; unspecified,1,0,0
6531,lypressin,209.2,Malignant carcinoid tumor of unknown primary site,1,0,0
6531,lypressin,239,Neoplasms of unspecified nature,1,0,0
6531,lypressin,239-239.99,,1,0,0
6531,lypressin,253.5,Diabetes insipidus,1,0,0
6531,lypressin,253.6,Other disorders of neurohypophysis,1,0,0
6531,lypressin,276,Hyperosmolality and/or hypernatremia,1,0,0
6531,lypressin,276.1,Hyposmolality and/or hyponatremia,1,0,0
6531,lypressin,286,Congenital factor VIII disorder,1,0,0
6531,lypressin,286.4,Von willebrand's disease,1,0,0
6531,lypressin,302.89,Other specified psychosexual disorders,1,0,0
6531,lypressin,305.5,Opioid abuse,1,0,0
6531,lypressin,305.5,Opioid abuse; unspecified use,1,0,0
6531,lypressin,308.9,Unspecified acute reaction to stress,1,0,0
6531,lypressin,348.4,Compression of brain,1,0,0
6531,lypressin,348.9,Unspecified condition of brain,1,0,0
6531,lypressin,39.63,Cardioplegia,1,0,0
6531,lypressin,39.98,HEMORRHAGE CONTROL NOS,1,0,0
6531,lypressin,427.5,Cardiac arrest,1,0,0
6531,lypressin,459,Hemorrhage NOS,1,0,0
6531,lypressin,780.2,Syncope and collapse,1,0,0
6531,lypressin,782.3,Edema,1,0,0
6531,lypressin,783.5,Polydipsia,1,0,0
6531,lypressin,785.52,Septic shock,1,0,0
6531,lypressin,785.59,Other shock without mention of trauma,1,0,0
6531,lypressin,788.36,Nocturnal enuresis,1,0,0
6531,lypressin,788.42,Polyuria,1,0,0
6531,lypressin,788.99,Other symptoms involving urinary system,1,0,0
6531,lypressin,799.24,Emotional lability (ADDED),1,0,0
6531,lypressin,957.9,Injury to nerve NOS,1,0,0
6531,lypressin,99.6,Cardiopulmonary resuscitation; not otherwise specified,1,0,0
6531,lypressin,V60.2,Inadequate material resources,1,0,0
6531,lypressin,V61.10,Counseling for marital and partner problems; unspecified,1,0,0
6536,Lysine,54,Herpes simplex,1,0,0
6536,Lysine,54.9,Herpes simplex without mention of complication,1,0,0
6536,Lysine,260-269.99,,1,0,0
6536,Lysine,269.9,Unspecified nutritional deficiency,1,0,0
6536,Lysine,270,Disturbances of amino-acid transport,1,0,0
6536,Lysine,278,Obesity NOS,1,0,0
6536,Lysine,279.2,Combined immunity deficiency,1,0,0
6536,Lysine,298.8,Other and unspecified reactive psychosis,1,0,0
6536,Lysine,300,Anxiety state unspecified,1,0,0
6536,Lysine,434.91,Cerebral artery occlusion; unspecified; with cerebral infarction,1,0,0
6536,Lysine,729.9,Other and unspecified disorders of soft tissue,1,0,0
6536,Lysine,781.2,Abnormality of gait,1,0,0
6536,Lysine,787.7,Abnormal feces,1,0,0
6536,Lysine,787.91,Diarrhea,1,0,0
6536,Lysine,959.9,Other and unspecified injury to unspecified site,1,0,0
6536,Lysine,994.2,Effects of hunger,1,0,0
6572,Mafenide,136.9,Unspecified infectious and parasitic diseases,1,0,1
6572,Mafenide,276.2,Acidosis,1,0,0
6572,Mafenide,593.9,Unspecified disorder of kidney and ureter,1,0,0
6572,Mafenide,940-949.99,,1,0,0
6572,Mafenide,941,Burn of unspecified degree of unspecified site of face and head,1,0,0
6572,Mafenide,949,Burn of unspecified site; unspecified degree,1,0,0
6572,Mafenide,995.3,Allergy unspecified not elsewhere classified,1,0,0
6572,Mafenide,38,Septicemia,1,1,0
6572,Mafenide,38.9,Septicemia NOS,1,1,0
6572,Mafenide,41.9,Bacterial infection; unspecified; in conditions classified elsewhere and of unspecified site,2,1,1
6572,Mafenide,958.3,Posttraumatic wound infection not elsewhere classified,1,1,0
6579,Magnesium Chloride,00-99.99,,1,0,0
6579,Magnesium Chloride,136.9,Unspecified infectious and parasitic diseases,1,0,0
6579,Magnesium Chloride,204,Acute lymphoid leukemia without mention of having achieved remission,1,0,0
6579,Magnesium Chloride,276.51,Dehydration,1,0,0
6579,Magnesium Chloride,307.3,Stereotypic movement disorder,1,0,0
6579,Magnesium Chloride,780.6,Fever; unspecified,1,0,0
6579,Magnesium Chloride,780.79,Other malaise and fatigue,1,0,0
6579,Magnesium Chloride,796.4,Other abnormal clinical findings,1,0,0
6579,Magnesium Chloride,799.9,Other unknown and unspecified cause of morbidity or mortality,1,0,0
6579,Magnesium Chloride,89.8,Autopsy,1,0,0
6579,Magnesium Chloride,275.2,Disorders of magnesium metabolism,2,1,0
6581,Magnesium Hydroxide,34,Streptococcal sore throat,1,0,0
6581,Magnesium Hydroxide,38.9,Septicemia NOS,1,0,0
6581,Magnesium Hydroxide,136.9,Unspecified infectious and parasitic diseases,1,0,0
6581,Magnesium Hydroxide,239,Neoplasm of unspecified nature of digestive system,1,0,0
6581,Magnesium Hydroxide,307.42,Persistent disorder of initiating or maintaining sleep,1,0,0
6581,Magnesium Hydroxide,332,Paralysis agitans,1,0,0
6581,Magnesium Hydroxide,333.9,Unspecified extrapyramidal disease and abnormal movement disorder,1,0,0
6581,Magnesium Hydroxide,338-338.99,,1,0,0
6581,Magnesium Hydroxide,349.9,Unspecified disorders of nervous system,1,0,0
6581,Magnesium Hydroxide,375.2,Epiphora,1,0,0
6581,Magnesium Hydroxide,375.2,Epiphora NOS,1,0,0
6581,Magnesium Hydroxide,379.99,Other ill-defined disorders of eye,1,0,0
6581,Magnesium Hydroxide,459.89,Circulatory disease NEC,1,0,0
6581,Magnesium Hydroxide,460,Acute nasopharyngitis (common cold),1,0,0
6581,Magnesium Hydroxide,477,Allergic rhinitis due to pollen,1,0,0
6581,Magnesium Hydroxide,477.9,Allergic rhinitis NOS,1,0,0
6581,Magnesium Hydroxide,528.2,Oral aphthae,1,0,0
6581,Magnesium Hydroxide,530.1,Esophagitis,1,0,0
6581,Magnesium Hydroxide,530.1,Esophagitis; unspecified,1,0,0
6581,Magnesium Hydroxide,533,Peptic ulcer; site unspecified,1,0,0
6581,Magnesium Hydroxide,533.9,Peptic ulcer of unspecified site; unspecified as acute or chronic; without mention of hemorrhage or perforation; without mention of obstruction,1,0,0
6581,Magnesium Hydroxide,535.5,Unspecified gastritis and gastroduodenitis; without mention of hemorrhage,1,0,0
6581,Magnesium Hydroxide,553.3,Diaphragmatic hernia without mention of obstruction or gangrene,1,0,0
6581,Magnesium Hydroxide,593.9,Unspecified disorder of kidney and ureter,1,0,0
6581,Magnesium Hydroxide,690.1,Seborrheic dermatitis,1,0,0
6581,Magnesium Hydroxide,690.1,Seborheic dermatitis; unspecified,1,0,0
6581,Magnesium Hydroxide,690.18,Other seborrheic dermatitis,1,0,0
6581,Magnesium Hydroxide,698.9,Unspecified pruritic disorder,1,0,0
6581,Magnesium Hydroxide,706.1,Other acne,1,0,0
6581,Magnesium Hydroxide,706.3,Seborrhea,1,0,0
6581,Magnesium Hydroxide,707.9,Chronic ulcer of unspecified site,1,0,0
6581,Magnesium Hydroxide,709.9,Unspecified disorder of skin and subcutaneous tissue,1,0,0
6581,Magnesium Hydroxide,729.82,Cramp of limb,1,0,0
6581,Magnesium Hydroxide,780.52,Insomnia; unspecified,1,0,0
6581,Magnesium Hydroxide,780.96,Generalized pain,1,0,0
6581,Magnesium Hydroxide,781,Abnormal involuntary movements,1,0,0
6581,Magnesium Hydroxide,782.9,Other symptoms involving skin and integumentary tissues,1,0,0
6581,Magnesium Hydroxide,786.2,Cough,1,0,0
6581,Magnesium Hydroxide,787.7,Abnormal feces,1,0,0
6581,Magnesium Hydroxide,787.91,Diarrhea,1,0,0
6581,Magnesium Hydroxide,862.22,Injury to esophagus without mention of open wound into cavity,1,0,0
6581,Magnesium Hydroxide,89.8,Autopsy,1,0,0
6581,Magnesium Hydroxide,994.6,Motion sickness,1,0,0
6581,Magnesium Hydroxide,995.3,Allergy unspecified not elsewhere classified,1,0,0
6581,Magnesium Hydroxide,995.9,Systemic inflammatory response syndrome (SIRS),1,0,0
6581,Magnesium Hydroxide,995.9,Systemic inflammatory response syndrome (SIRS); NOS,1,0,0
6581,Magnesium Hydroxide,V62.29,Other occupational circumstances or maladjustment,1,0,0
6581,Magnesium Hydroxide,V62.81,Interpersonal problems; not elsewhere classified,1,0,0
6581,Magnesium Hydroxide,275.2,Disorders of magnesium metabolism,2,1,0
