RXCUI_IN,RxNormName,ICD9,IndicationName,MENTIONEDBYRESOURCES,HIGHPRECISIONSUBSET,POSSIBLE_LABEL_USE
705259,Acetaminophen / Dextromethorphan / Phenylephrine,715.9,Osteoarthrosis; unspecified whether generalized or localized,1,0,0
705259,Acetaminophen / Dextromethorphan / Phenylephrine,715.9,Osteoarthrosis; unspecified whether generalized or localized; involving unspecified site,1,0,0
705259,Acetaminophen / Dextromethorphan / Phenylephrine,716.9,Arthropathy; unspecified; site unspecified,1,0,0
705259,Acetaminophen / Dextromethorphan / Phenylephrine,724.1,Pain in thoracic spine,1,0,0
705259,Acetaminophen / Dextromethorphan / Phenylephrine,724.5,Backache unspecified,1,0,0
705259,Acetaminophen / Dextromethorphan / Phenylephrine,784.1,Throat pain,1,0,1
705259,Acetaminophen / Dextromethorphan / Phenylephrine,995.3,Allergy unspecified not elsewhere classified,1,0,0
705259,Acetaminophen / Dextromethorphan / Phenylephrine,338-338.99,,2,1,1
705259,Acetaminophen / Dextromethorphan / Phenylephrine,460,Acute nasopharyngitis (common cold),2,1,1
705259,Acetaminophen / Dextromethorphan / Phenylephrine,478.19,Other diseases of nasal cavity and sinuses,2,1,1
705259,Acetaminophen / Dextromethorphan / Phenylephrine,487,Influenza,2,1,1
705259,Acetaminophen / Dextromethorphan / Phenylephrine,487.1,Influenza with other respiratory manifestations,2,1,1
705259,Acetaminophen / Dextromethorphan / Phenylephrine,780.6,Fever; unspecified,2,1,1
705259,Acetaminophen / Dextromethorphan / Phenylephrine,780.96,Generalized pain,2,1,1
705259,Acetaminophen / Dextromethorphan / Phenylephrine,784,Headache,2,1,1
705259,Acetaminophen / Dextromethorphan / Phenylephrine,786.2,Cough,2,1,1
705279,OREGANO OIL,79.99,Unspecified viral infection in conditions classified elsewhere and of unspecified site,1,0,0
705279,OREGANO OIL,204,Acute lymphoid leukemia without mention of having achieved remission,1,0,0
705279,OREGANO OIL,253.3,Pituitary dwarfism,1,0,0
705279,OREGANO OIL,259.4,Dwarfism; not elsewhere classified,1,0,0
705279,OREGANO OIL,345.6,Infantile spasms,1,0,0
705279,OREGANO OIL,345.6,Infantile spasms; without mention of intractable epilepsy,1,0,0
705279,OREGANO OIL,462,Acute pharyngitis,1,0,0
705279,OREGANO OIL,487,Influenza,1,0,0
705279,OREGANO OIL,487.1,Influenza with other respiratory manifestations,1,0,0
705279,OREGANO OIL,715,Osteoarthrosis; generalized; involving unspecified site,1,0,0
705279,OREGANO OIL,715.9,Osteoarthrosis; unspecified whether generalized or localized,1,0,0
705279,OREGANO OIL,715.9,Osteoarthrosis; unspecified whether generalized or localized; involving unspecified site,1,0,0
705279,OREGANO OIL,729.9,Other and unspecified disorders of soft tissue,1,0,0
705279,OREGANO OIL,757.4,Specified congenital anomalies of hair,1,0,0
705279,OREGANO OIL,782,Disturbance of skin sensation,1,0,0
705279,OREGANO OIL,783.43,Short stature,1,0,0
705279,OREGANO OIL,784.1,Throat pain,1,0,0
705279,OREGANO OIL,796.4,Other abnormal clinical findings,1,0,0
705279,OREGANO OIL,799.89,Other ill-defined conditions,1,0,0
705279,OREGANO OIL,88.7,Diagnostic ultrasound,1,0,0
709271,certolizumab pegol,140-239.99,,1,0,1
709271,certolizumab pegol,239,Neoplasms of unspecified nature,1,0,1
709271,certolizumab pegol,239-239.99,,1,0,1
709271,certolizumab pegol,279.49,Autoimmune disease; not elsewhere classified (ADDED),1,0,0
709271,certolizumab pegol,338-338.99,,1,0,0
709271,certolizumab pegol,716.9,Arthropathy; unspecified; site unspecified,1,0,1
709271,certolizumab pegol,780-789.99,,1,0,0
709271,certolizumab pegol,780.6,Fever; unspecified,1,0,0
709271,certolizumab pegol,780.96,Generalized pain,1,0,0
709271,certolizumab pegol,783.21,Loss of weight,1,0,0
709271,certolizumab pegol,783.9,Other symptoms concerning nutrition; metabolism; and development,1,0,0
709271,certolizumab pegol,787.7,Abnormal feces,1,0,0
709271,certolizumab pegol,787.91,Diarrhea,1,0,0
709271,certolizumab pegol,88.7,Diagnostic ultrasound,1,0,0
709271,certolizumab pegol,555.9,Regional enteritis of unspecified site,2,1,0
709271,certolizumab pegol,714,Rheumatoid arthritis,3,1,1
711942,eltrombopag,70.7,Unspecified viral hepatitis C,1,0,0
711942,eltrombopag,70.7,Unspecified viral hepatitis C without hepatic coma,1,0,0
711942,eltrombopag,70.9,Unspecified viral hepatitis without mention of hepatic coma,1,0,0
711942,eltrombopag,287.5,Thrombocytopenia NOS,1,0,0
711942,eltrombopag,459,Hemorrhage NOS,1,0,0
711942,eltrombopag,571.5,Cirrhosis of liver without mention of alcohol,1,0,0
711942,eltrombopag,790.99,Other nonspecific findings on examination of blood,1,0,0
711942,eltrombopag,88.7,Diagnostic ultrasound,1,0,0
711942,eltrombopag,924.9,Contusion NOS,1,0,0
711942,eltrombopag,287.31,Immune thrombocytopenic purpura,2,1,0
712566,ofatumumab,200.4,Mantle cell lymphoma,1,0,0
712566,ofatumumab,200.7,Large cell lymphoma; unspecified site; extranodal and solid organ sites,1,0,0
712566,ofatumumab,202.8,Other malignant lymphomas; unspecified site; extranodal and solid organ sites,1,0,0
712566,ofatumumab,273.3,Macroglobulinemia,1,0,0
712566,ofatumumab,277.85,Disorders of fatty acid oxidation,1,0,0
712566,ofatumumab,340,Multiple sclerosis,1,0,0
712566,ofatumumab,714,Rheumatoid arthritis,1,0,0
712566,ofatumumab,204.1,Lymphoid leukemia; chronic,2,1,0
712566,ofatumumab,204.1,Chronic lymphoid leukemia without mention of having achieved remission,2,1,0
714438,pazopanib,162.9,Malignant neoplasm of bronchus and lung; unspecified,1,0,0
714438,pazopanib,171.9,Malignant neoplasm of connective and other soft tissue; site unspecified,1,0,0
714438,pazopanib,199,Malignant neoplasm without specification of site,1,0,0
714438,pazopanib,199.1,Other malignant neoplasm of unspecified site,1,0,0
714438,pazopanib,189,Malignant neoplasm of kidney; except pelvis,2,1,0
719872,Raltegravir,79.5,Unspecified Retrovirus infection in conditions classified elsewhere and of unspecified site,1,0,0
719872,Raltegravir,279.3,Unspecified immunity deficiency,1,0,1
719872,Raltegravir,781.2,Abnormality of gait,1,0,0
719872,Raltegravir,42,Human immunodeficiency virus [HIV] disease,3,1,1
719872,Raltegravir,042-042.99,,3,1,1
719872,Raltegravir,136.9,Unspecified infectious and parasitic diseases,2,1,1
720825,silodosin,0.1,Pharmaceuticals,1,0,0
720825,silodosin,288.2,Genetic anomalies of leukocytes,1,0,0
720825,silodosin,401-405.99,,1,0,1
720825,silodosin,401.9,Hypertension NOS,1,0,1
720825,silodosin,44.02,Highly selective vagotomy,1,0,0
720825,silodosin,600,Hyperplasia of prostate,1,0,1
720825,silodosin,600.2,Benign localized hyperplasia of prostate without urinary obstruction and other lower urinary tract symptoms (LUTS),1,0,1
720825,silodosin,600.9,Hyperplasia of prostate; unspecified,1,0,1
720825,silodosin,600.9,Hyperplasia of prostate; unspecified; without urinary obstruction and other lower urinary symptoms (LUTS),1,0,1
720825,silodosin,780-789.99,,1,0,0
720825,silodosin,781.99,Other symptoms involving nervous and musculoskeletal systems,1,0,0
720825,silodosin,788.1,Dysuria,1,0,0
720825,silodosin,788.21,Incomplete bladder emptying,1,0,0
720825,silodosin,788.41,Urinary frequency,1,0,0
720825,silodosin,788.62,Slowing of urinary stream,1,0,0
720825,silodosin,788.69,Other abnormality of urination,1,0,0
720825,silodosin,88.7,Diagnostic ultrasound,1,0,0
720825,silodosin,997.91,Hypertension,1,0,1
720825,silodosin,600,Hypertrophy (benign) of prostate,2,1,0
729455,Amlodipine / valsartan,250,Diabetes mellitus,1,0,0
729455,Amlodipine / valsartan,250,type II diabetes mellitus [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type; not stated as uncontrolled; without mention of complication,1,0,0
729455,Amlodipine / valsartan,250.4,Diabetes with renal manifestations,1,0,0
729455,Amlodipine / valsartan,401-405.99,,1,0,0
729455,Amlodipine / valsartan,401.9,Hypertension NOS,1,0,0
729455,Amlodipine / valsartan,410.9,Acute myocardial infarction; unspecified site; episode of care unspecified,1,0,0
729455,Amlodipine / valsartan,413,Angina pectoris,1,0,0
729455,Amlodipine / valsartan,413.9,Other and unspecified angina pectoris,1,0,0
729455,Amlodipine / valsartan,428,Congestive heart failure (CHF) NOS,1,0,0
729455,Amlodipine / valsartan,593.9,Unspecified disorder of kidney and ureter,1,0,0
729455,Amlodipine / valsartan,786.5,Chest pain,1,0,0
729455,Amlodipine / valsartan,786.5,Unspecified chest pain,1,0,0
729455,Amlodipine / valsartan,997.91,Hypertension,1,0,0
729596,Methoxy polyethylene glycol-epoetin beta,285.9,Anemia unspecified,1,0,0
729596,Methoxy polyethylene glycol-epoetin beta,585.6,End stage renal disease,1,0,0
729596,Methoxy polyethylene glycol-epoetin beta,585.9,Chronic kidney disease; unspecified,1,0,0
729596,Methoxy polyethylene glycol-epoetin beta,586,Renal failure unspecified,1,0,0
729596,Methoxy polyethylene glycol-epoetin beta,E888.9,Fall NOS,1,0,0
729596,Methoxy polyethylene glycol-epoetin beta,V49.89,Other specified conditions influencing health status,1,0,0
729717,Metformin / sitagliptin,250,type II diabetes mellitus [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type; not stated as uncontrolled; without mention of complication,1,0,0
729717,Metformin / sitagliptin,251.2,Hypoglycemia NOS,1,0,0
729717,Metformin / sitagliptin,995.2,Unspecified adverse effect of unspecified drug; medicinal and biological substance,1,0,0
733003,Plerixafor,00-99.99,,1,0,0
733003,Plerixafor,42,Human immunodeficiency virus [HIV] disease,1,0,0
733003,Plerixafor,042-042.99,,1,0,0
733003,Plerixafor,136.9,Unspecified infectious and parasitic diseases,1,0,0
733003,Plerixafor,729.9,Other and unspecified disorders of soft tissue,1,0,0
733003,Plerixafor,202.8,Other malignant lymphomas; unspecified site; extranodal and solid organ sites,3,1,1
733003,Plerixafor,203,Multiple myeloma,3,1,1
733003,Plerixafor,203,Multiple myeloma without mention of having achieved remission,3,1,1
734064,Desvenlafaxine,288.2,Genetic anomalies of leukocytes,1,0,0
734064,Desvenlafaxine,296.2,Major depressive disorder; single episode,1,0,1
734064,Desvenlafaxine,298.8,Other and unspecified reactive psychosis,1,0,1
734064,Desvenlafaxine,300.9,Unspecified nonpsychotic mental disorder,1,0,1
734064,Desvenlafaxine,307.9,Other and unspecified special symptoms or syndromes; not elsewhere classified,1,0,1
734064,Desvenlafaxine,308.2,Predominant psychomotor disturbance,1,0,1
734064,Desvenlafaxine,309.89,Other specified adjustment reactions,1,0,1
734064,Desvenlafaxine,311,Depressive disorder NEC,1,0,1
734064,Desvenlafaxine,627.2,Symptomatic menopausal or female climacteric states,1,0,0
734064,Desvenlafaxine,780.52,Insomnia; unspecified,1,0,1
734064,Desvenlafaxine,780.54,Hypersomnia; unspecified,1,0,1
734064,Desvenlafaxine,780.79,Other malaise and fatigue,1,0,1
734064,Desvenlafaxine,780.97,Altered mental status,1,0,1
734064,Desvenlafaxine,782.62,Flushing,1,0,0
734064,Desvenlafaxine,799.21,Nervousness (ADDED),1,0,1
734064,Desvenlafaxine,799.51,Attention or concentration deficit,1,0,1
734064,Desvenlafaxine,V62.84,Suicidal ideation,1,0,1
734064,Desvenlafaxine,296.2,Major depressive disorder; single episode; unspecified degree,2,1,1
746070,Lithium Aspartate,00-99.99,,1,0,0
746070,Lithium Aspartate,23.1,Brucella abortus,1,0,0
746070,Lithium Aspartate,38.9,Septicemia NOS,1,0,0
746070,Lithium Aspartate,62.2,Eastern equine encephalitis,1,0,0
746070,Lithium Aspartate,253.3,Pituitary dwarfism,1,0,0
746070,Lithium Aspartate,259.4,Dwarfism; not elsewhere classified,1,0,0
746070,Lithium Aspartate,278,Obesity NOS,1,0,0
746070,Lithium Aspartate,295.7,Schizoaffective disorder,1,0,0
746070,Lithium Aspartate,295.7,Schizo-affective type schizophrenia; unspecified state,1,0,0
746070,Lithium Aspartate,296.2,Major depressive disorder; single episode; unspecified degree,1,0,0
746070,Lithium Aspartate,302.89,Other specified psychosexual disorders,1,0,0
746070,Lithium Aspartate,307.3,Stereotypic movement disorder,1,0,0
746070,Lithium Aspartate,340,Multiple sclerosis,1,0,0
746070,Lithium Aspartate,756.51,Osteogenesis imperfecta,1,0,0
746070,Lithium Aspartate,783.22,Underweight,1,0,0
746070,Lithium Aspartate,783.43,Short stature,1,0,0
746070,Lithium Aspartate,787.3,Flatulence; eructation; and gas pain,1,0,0
746070,Lithium Aspartate,796.4,Other abnormal clinical findings,1,0,0
746070,Lithium Aspartate,89.8,Autopsy,1,0,0
746070,Lithium Aspartate,995.9,Systemic inflammatory response syndrome (SIRS),1,0,0
746070,Lithium Aspartate,995.9,Systemic inflammatory response syndrome (SIRS); NOS,1,0,0
746070,Lithium Aspartate,V62.29,Other occupational circumstances or maladjustment,1,0,0
746070,Lithium Aspartate,V62.81,Interpersonal problems; not elsewhere classified,1,0,0
746070,Lithium Aspartate,296.8,Bipolar disorder NOS,2,1,0
746070,Lithium Aspartate,308.9,Unspecified acute reaction to stress,1,1,0
746070,Lithium Aspartate,309.81,Posttraumatic stress disorder,1,1,0
746070,Lithium Aspartate,311,Depressive disorder NEC,1,1,0
746070,Lithium Aspartate,312.9,Unspecified disturbance of conduct,1,1,0
746095,Nilotinib Hydrochloride,272.5,Lipoprotein deficiencies,1,0,0
746095,Nilotinib Hydrochloride,288.2,Genetic anomalies of leukocytes,1,0,0
746095,Nilotinib Hydrochloride,288.6,Leukocytosis NOS,1,0,0
746095,Nilotinib Hydrochloride,288.8,Other specified disease of white blood cells,1,0,0
746095,Nilotinib Hydrochloride,780.6,Fever; unspecified,1,0,0
746095,Nilotinib Hydrochloride,780.79,Other malaise and fatigue,1,0,0
746095,Nilotinib Hydrochloride,789.2,Splenomegaly,1,0,0
746095,Nilotinib Hydrochloride,798.1,Instantaneous death,1,0,0
746095,Nilotinib Hydrochloride,88.7,Diagnostic ultrasound,1,0,0
746095,Nilotinib Hydrochloride,89.52,Electrocardiogram,1,0,0
746095,Nilotinib Hydrochloride,89.8,Autopsy,1,0,0
746095,Nilotinib Hydrochloride,995.2,Unspecified adverse effect of unspecified drug; medicinal and biological substance,1,0,0
746741,Pramipexole,296,Manic disorder; single episode; unspecified degree,1,0,0
746741,Pramipexole,296.2,Major depressive disorder; single episode; unspecified degree,1,0,0
746741,Pramipexole,296.5,Bipolar affective disorder; depressed; unspecified degree,1,0,0
746741,Pramipexole,296.8,Bipolar disorder NOS,1,0,0
746741,Pramipexole,302.7,Psychosexual dysfunction; unspecified,1,0,0
746741,Pramipexole,302.9,Unspecified psychosexual disorder,1,0,0
746741,Pramipexole,307.9,Other and unspecified special symptoms or syndromes; not elsewhere classified,1,0,1
746741,Pramipexole,308.2,Predominant psychomotor disturbance,1,0,1
746741,Pramipexole,339,Cluster headache syndrome; unspecified,1,0,0
746741,Pramipexole,339.02,Chronic cluster headache,1,0,0
746741,Pramipexole,349.9,Unspecified disorders of nervous system,1,0,0
746741,Pramipexole,719.5,Stiffness of joint; not elsewhere classified; involving unspecified site,1,0,0
746741,Pramipexole,729,Rheumatism; unspecified and fibrositis,1,0,0
746741,Pramipexole,729.1,Myalgia and myositis unspecified,1,0,0
746741,Pramipexole,780-789.99,,1,0,0
746741,Pramipexole,781.3,Lack of coordination,1,0,0
746741,Pramipexole,781.99,Other symptoms involving nervous and musculoskeletal systems,1,0,0
746741,Pramipexole,796.4,Other abnormal clinical findings,1,0,0
746741,Pramipexole,799.21,Nervousness (ADDED),1,0,1
746741,Pramipexole,799.9,Other unknown and unspecified cause of morbidity or mortality,1,0,0
746741,Pramipexole,89.8,Autopsy,1,0,0
746741,Pramipexole,311,Depressive disorder NEC,1,1,0
746741,Pramipexole,332,Parkinson's disease,3,1,0
746741,Pramipexole,332,Paralysis agitans,3,1,0
746741,Pramipexole,333.94,Restless legs syndrome (RLS),3,1,1
753340,Sapropterin,250,Diabetes mellitus,1,0,0
753340,Sapropterin,250,type II diabetes mellitus [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type; not stated as uncontrolled; without mention of complication,1,0,0
753340,Sapropterin,260-269.99,,1,0,0
753340,Sapropterin,269.9,Unspecified nutritional deficiency,1,0,0
753340,Sapropterin,277.85,Disorders of fatty acid oxidation,1,0,0
753340,Sapropterin,299,Autistic disorder,1,0,0
753340,Sapropterin,299,Infantile autism; current or active state,1,0,0
753340,Sapropterin,307.9,Other and unspecified special symptoms or syndromes; not elsewhere classified,1,0,0
753340,Sapropterin,314,Hyperkinetic syndrome of childhood,1,0,0
753340,Sapropterin,314.01,Attention deficit disorder of childhood with hyperactivity,1,0,0
753340,Sapropterin,314.9,Unspecified hyperkinetic syndrome of childhood,1,0,0
753340,Sapropterin,315.9,Unspecified delay in development,1,0,0
753340,Sapropterin,317-319.99,,1,0,0
753340,Sapropterin,319,Unspecified mental retardation,1,0,0
753340,Sapropterin,338-338.99,,1,0,0
753340,Sapropterin,403.9,Hypertensive renal disease; unspecified; without mention of renal failure,1,0,0
753340,Sapropterin,414,Coronary atherosclerosis,1,0,0
753340,Sapropterin,414,Coronary atherosclerosis of unspecified type of vessel; native or graft,1,0,0
753340,Sapropterin,416,Primary pulmonary hypertension,1,0,0
753340,Sapropterin,428.2,Systolic heart failure,1,0,0
753340,Sapropterin,428.2,Systolic heart failure; unspecified,1,0,0
753340,Sapropterin,428.3,Diastolic heart failure,1,0,0
753340,Sapropterin,428.3,Diastolic heart failure; unspecified,1,0,0
753340,Sapropterin,429.2,Cardiovascular disease [ASCVD],1,0,0
753340,Sapropterin,440,Atherosclerosis,1,0,0
753340,Sapropterin,443.9,Peripheral vascular disease; unspecified,1,0,0
753340,Sapropterin,458,Hypotension,1,0,0
753340,Sapropterin,458.9,Hypotension NOS,1,0,0
753340,Sapropterin,585.6,End stage renal disease,1,0,0
753340,Sapropterin,585.9,Chronic kidney disease; unspecified,1,0,0
753340,Sapropterin,586,Renal failure unspecified,1,0,0
753340,Sapropterin,742.1,Microcephalus,1,0,0
753340,Sapropterin,780-789.99,,1,0,0
753340,Sapropterin,780.39,Other convulsions,1,0,0
753340,Sapropterin,780.96,Generalized pain,1,0,0
753340,Sapropterin,799.02,Hypoxemia,1,0,0
753340,Sapropterin,799.9,Other unknown and unspecified cause of morbidity or mortality,1,0,0
753340,Sapropterin,88.7,Diagnostic ultrasound,1,0,0
753340,Sapropterin,957.9,Injury to nerve NOS,1,0,0
753340,Sapropterin,959.01,Head injury NOS,1,0,0
753340,Sapropterin,959.9,Other and unspecified injury to unspecified site,1,0,0
753340,Sapropterin,994.2,Effects of hunger,1,0,0
753340,Sapropterin,270.1,Phenylketonuria [PKU],3,1,1
753341,Sapropterin dihydrochloride,250,Diabetes mellitus,1,0,0
753341,Sapropterin dihydrochloride,250,type II diabetes mellitus [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type; not stated as uncontrolled; without mention of complication,1,0,0
753341,Sapropterin dihydrochloride,260-269.99,,1,0,0
753341,Sapropterin dihydrochloride,269.9,Unspecified nutritional deficiency,1,0,0
753341,Sapropterin dihydrochloride,277.85,Disorders of fatty acid oxidation,1,0,0
753341,Sapropterin dihydrochloride,299,Autistic disorder,1,0,0
753341,Sapropterin dihydrochloride,299,Infantile autism; current or active state,1,0,0
753341,Sapropterin dihydrochloride,307.9,Other and unspecified special symptoms or syndromes; not elsewhere classified,1,0,0
753341,Sapropterin dihydrochloride,314,Hyperkinetic syndrome of childhood,1,0,0
753341,Sapropterin dihydrochloride,314.01,Attention deficit disorder of childhood with hyperactivity,1,0,0
753341,Sapropterin dihydrochloride,314.9,Unspecified hyperkinetic syndrome of childhood,1,0,0
753341,Sapropterin dihydrochloride,315.9,Unspecified delay in development,1,0,0
753341,Sapropterin dihydrochloride,317-319.99,,1,0,0
753341,Sapropterin dihydrochloride,319,Unspecified mental retardation,1,0,0
753341,Sapropterin dihydrochloride,338-338.99,,1,0,0
753341,Sapropterin dihydrochloride,403.9,Hypertensive renal disease; unspecified; without mention of renal failure,1,0,0
753341,Sapropterin dihydrochloride,414,Coronary atherosclerosis,1,0,0
753341,Sapropterin dihydrochloride,414,Coronary atherosclerosis of unspecified type of vessel; native or graft,1,0,0
753341,Sapropterin dihydrochloride,416,Primary pulmonary hypertension,1,0,0
753341,Sapropterin dihydrochloride,428.2,Systolic heart failure,1,0,0
753341,Sapropterin dihydrochloride,428.2,Systolic heart failure; unspecified,1,0,0
753341,Sapropterin dihydrochloride,428.3,Diastolic heart failure,1,0,0
753341,Sapropterin dihydrochloride,428.3,Diastolic heart failure; unspecified,1,0,0
753341,Sapropterin dihydrochloride,429.2,Cardiovascular disease [ASCVD],1,0,0
753341,Sapropterin dihydrochloride,440,Atherosclerosis,1,0,0
753341,Sapropterin dihydrochloride,443.9,Peripheral vascular disease; unspecified,1,0,0
753341,Sapropterin dihydrochloride,458,Hypotension,1,0,0
753341,Sapropterin dihydrochloride,458.9,Hypotension NOS,1,0,0
753341,Sapropterin dihydrochloride,585.6,End stage renal disease,1,0,0
753341,Sapropterin dihydrochloride,585.9,Chronic kidney disease; unspecified,1,0,0
753341,Sapropterin dihydrochloride,586,Renal failure unspecified,1,0,0
753341,Sapropterin dihydrochloride,742.1,Microcephalus,1,0,0
753341,Sapropterin dihydrochloride,780-789.99,,1,0,0
753341,Sapropterin dihydrochloride,780.39,Other convulsions,1,0,0
753341,Sapropterin dihydrochloride,780.96,Generalized pain,1,0,0
753341,Sapropterin dihydrochloride,799.02,Hypoxemia,1,0,0
753341,Sapropterin dihydrochloride,799.9,Other unknown and unspecified cause of morbidity or mortality,1,0,0
753341,Sapropterin dihydrochloride,88.7,Diagnostic ultrasound,1,0,0
753341,Sapropterin dihydrochloride,957.9,Injury to nerve NOS,1,0,0
753341,Sapropterin dihydrochloride,959.01,Head injury NOS,1,0,0
753341,Sapropterin dihydrochloride,959.9,Other and unspecified injury to unspecified site,1,0,0
753341,Sapropterin dihydrochloride,994.2,Effects of hunger,1,0,0
753341,Sapropterin dihydrochloride,270.1,Phenylketonuria [PKU],2,1,0
753346,Sinecatechins,78.1,Viral warts,1,0,1
753346,Sinecatechins,78.1,Viral warts; unspecified,1,0,1
753346,Sinecatechins,78.11,Condyloma acuminatum,1,0,1
754763,Fosaprepitant dimeglumine,199,Malignant neoplasm without specification of site,1,0,1
754763,Fosaprepitant dimeglumine,199.1,Other malignant neoplasm of unspecified site,1,0,1
754763,Fosaprepitant dimeglumine,277.85,Disorders of fatty acid oxidation,1,0,0
754763,Fosaprepitant dimeglumine,783,Anorexia,1,0,0
754763,Fosaprepitant dimeglumine,787,Nausea and vomiting,1,0,1
754763,Fosaprepitant dimeglumine,787.01,Nausea with vomiting,1,0,1
754763,Fosaprepitant dimeglumine,787.02,Nausea alone,1,0,1
754763,Fosaprepitant dimeglumine,787.03,Vomiting alone,1,0,1
762595,Typhoid Vaccine Live Ty21a,3.9,Salmonella infection NOS,1,0,1
762595,Typhoid Vaccine Live Ty21a,780.6,Fever; unspecified,1,0,1
762595,Typhoid Vaccine Live Ty21a,2,Typhoid fever,2,1,1
762817,Rubella Virus Vaccine Live (Wistar RA 27-3 Strain),56,Rubella,1,1,0
762817,Rubella Virus Vaccine Live (Wistar RA 27-3 Strain),56.9,Rubella without mention of complication,1,1,0
763450,rilonacept,274,Gout,1,0,0
763450,rilonacept,274.9,Gout NOS,1,0,0
763450,rilonacept,288.2,Genetic anomalies of leukocytes,1,0,0
763450,rilonacept,536.9,Unspecified functional disorder of stomach,1,0,0
763450,rilonacept,682.9,Cellulitis and abscess NOS,1,0,1
763450,rilonacept,759.89,Other specified anomalies,1,0,0
763450,rilonacept,708.2,Urticaria due to cold and heat,2,1,1
784649,Asenapine,300.9,Unspecified nonpsychotic mental disorder,1,0,0
784649,Asenapine,308.9,Unspecified acute reaction to stress,1,0,0
784649,Asenapine,309.81,Posttraumatic stress disorder,1,0,0
784649,Asenapine,309.89,Other specified adjustment reactions,1,0,0
784649,Asenapine,311,Depressive disorder NEC,1,0,0
784649,Asenapine,556,Ulcerative colitis,1,0,0
784649,Asenapine,556.8,Other ulcerative colitis,1,0,0
784649,Asenapine,556.9,Ulcerative colitis; unspecified,1,0,0
784649,Asenapine,780-789.99,,1,0,0
784649,Asenapine,799.9,Other unknown and unspecified cause of morbidity or mortality,1,0,0
784649,Asenapine,295,Schizophrenic disorders,3,1,1
784649,Asenapine,295.9,Unspecified schizophrenia,3,1,1
784649,Asenapine,295.9,Unspecified schizophrenia; unspecified state,3,1,1
784649,Asenapine,296,Manic disorder; single episode; unspecified degree,3,1,1
784649,Asenapine,296.7,Bipolar I disorder; most recent episode (or current) unspecified,3,1,1
784649,Asenapine,296.8,Bipolar disorder NOS,3,1,1
787390,tapentadol,250.6,Diabetes with neurological manifestations,1,0,0
787390,tapentadol,304.9,Unspecified drug dependence; unspecified use,1,0,0
787390,tapentadol,305.9,Other; mixed; or unspecified drug abuse; unspecified use,1,0,0
787390,tapentadol,427,Cardiac dysrhythmias,1,0,0
787390,tapentadol,427.5,Cardiac arrest,1,0,0
787390,tapentadol,427.9,Cardiac dysrhythmia NOS,1,0,0
787390,tapentadol,525.9,Dental disorder NOS,1,0,0
787390,tapentadol,715,Osteoarthrosis; generalized; involving unspecified site,1,0,0
787390,tapentadol,715.9,Osteoarthrosis; unspecified whether generalized or localized,1,0,0
787390,tapentadol,715.9,Osteoarthrosis; unspecified whether generalized or localized; involving unspecified site,1,0,0
787390,tapentadol,729,Rheumatism; unspecified and fibrositis,1,0,0
787390,tapentadol,729.1,Myalgia and myositis unspecified,1,0,0
787390,tapentadol,729.2,Neuralgia; neuritis; and radiculitis; unspecified,1,0,0
787390,tapentadol,799.9,Other unknown and unspecified cause of morbidity or mortality,1,0,0
787390,tapentadol,99.6,Conversion of cardiac rhythm,1,0,0
787390,tapentadol,V62.29,Other occupational circumstances or maladjustment,1,0,0
787390,tapentadol,338-338.99,,3,1,1
787390,tapentadol,338.1,Acute pain,2,1,1
787390,tapentadol,338.18,Other acute postoperative pain,2,1,1
787390,tapentadol,338.2,Chronic pain,2,1,1
787390,tapentadol,338.29,Other chronic pain,2,1,1
787390,tapentadol,780.96,Generalized pain,3,1,1
787390,tapentadol,780.99,Other general symptoms,2,1,1
797195,fesoterodine,780-789.99,,1,0,0
797195,fesoterodine,788.3,Urinary incontinence,1,0,1
797195,fesoterodine,788.3,Urinary incontinence NOS,1,0,1
797195,fesoterodine,788.31,Urge incontinence,1,0,1
797195,fesoterodine,788.41,Urinary frequency,1,0,0
797195,fesoterodine,788.63,Urgency of urination,1,0,0
797195,fesoterodine,788.69,Other abnormality of urination,1,0,0
797195,fesoterodine,596.51,Hypertonicity of bladder,3,1,1
797196,Fesoterodine Fumarate,780-789.99,,1,0,0
797196,Fesoterodine Fumarate,788.3,Urinary incontinence,1,0,1
797196,Fesoterodine Fumarate,788.3,Urinary incontinence NOS,1,0,1
797196,Fesoterodine Fumarate,788.31,Urge incontinence,1,0,1
797196,Fesoterodine Fumarate,788.41,Urinary frequency,1,0,0
797196,Fesoterodine Fumarate,788.63,Urgency of urination,1,0,0
797196,Fesoterodine Fumarate,788.69,Other abnormality of urination,1,0,0
797196,Fesoterodine Fumarate,596.51,Hypertonicity of bladder,3,1,1
797272,clindamycin phosphate,38,Septicemia,1,0,1
797272,clindamycin phosphate,38.9,Septicemia NOS,1,0,1
797272,clindamycin phosphate,40.82,Toxic shock syndrome,1,0,0
797272,clindamycin phosphate,40.89,Other specified bacterial diseases,1,0,0
797272,clindamycin phosphate,41.11,Methicillin susceptible Staphylococcus aureus infection in conditions classified elsewhere and of unspecified site,1,0,0
797272,clindamycin phosphate,54,Herpes simplex,1,0,1
